Date,Close/Last,Volume,Open,High,Low
2/23/2017,$255.99 ,14877090,$264 ,$264.66 ,$255.56 
2/22/2017,$273.51 ,8537811,$280.31 ,$283.45 ,$272.60 
2/21/2017,$277.39 ,5647575,$275.45 ,$281.40 ,$274.01 
2/17/2017,$272.23 ,6251469,$265.80 ,$272.89 ,$264.15 
2/16/2017,$268.95 ,7063860,$277.60 ,$280 ,$268.50 
2/15/2017,$279.76 ,4943879,$280 ,$282.24 ,$276.44 
2/14/2017,$280.98 ,7341450,$279.03 ,$287.39 ,$278.61 
2/13/2017,$280.60 ,7023072,$270.74 ,$280.79 ,$270.51 
2/10/2017,$269.23 ,3618336,$269.79 ,$270.95 ,$266.11 
2/9/2017,$269.20 ,7812600,$266.25 ,$271.18 ,$266.15 
2/8/2017,$262.08 ,3912428,$257.35 ,$263.36 ,$256.20 
2/7/2017,$257.48 ,4244063,$258.19 ,$260 ,$256.42 
2/6/2017,$257.77 ,3557600,$251 ,$257.82 ,$250.63 
2/3/2017,$251.33 ,2185230,$251.91 ,$252.18 ,$249.68 
2/2/2017,$251.55 ,2498799,$248.34 ,$252.42 ,$247.71 
2/1/2017,$249.24 ,3953105,$253.05 ,$253.20 ,$249.05 
1/31/2017,$251.93 ,4112013,$249.24 ,$255.89 ,$247.70 
1/30/2017,$250.63 ,3798638,$252.53 ,$255.29 ,$247.10 
1/27/2017,$252.95 ,3161774,$251.38 ,$253 ,$248.52 
1/26/2017,$252.51 ,3143717,$254.29 ,$255.74 ,$250.75 
1/25/2017,$254.47 ,5145301,$257.31 ,$258.46 ,$251.80 
1/24/2017,$254.61 ,4958144,$250 ,$254.80 ,$249.65 
1/23/2017,$248.92 ,6262097,$245.85 ,$250.89 ,$245.50 
1/20/2017,$244.73 ,4199720,$245.46 ,$246 ,$243.01 
1/19/2017,$243.76 ,7717244,$247.25 ,$248.68 ,$240.75 
1/18/2017,$238.36 ,3767272,$236.65 ,$239.71 ,$235.58 
1/17/2017,$235.58 ,4614731,$236.70 ,$239.96 ,$234.37 
1/13/2017,$237.75 ,6085610,$230 ,$237.85 ,$229.59 
1/12/2017,$229.59 ,3787547,$229.06 ,$230.70 ,$225.58 
1/11/2017,$229.73 ,3649910,$229.07 ,$229.98 ,$226.68 
1/10/2017,$229.87 ,3658981,$232 ,$232 ,$226.89 
1/9/2017,$231.28 ,3972716,$228.97 ,$231.92 ,$228 
1/6/2017,$229.01 ,5524153,$226.93 ,$230.31 ,$225.45 
1/5/2017,$226.75 ,5908927,$226.42 ,$227.48 ,$221.95 
1/4/2017,$226.99 ,11204560,$214.75 ,$228 ,$214.31 
1/3/2017,$216.99 ,5901494,$214.86 ,$220.33 ,$210.96 
12/30/2016,$213.69 ,4641288,$216.30 ,$217.50 ,$211.68 
12/29/2016,$214.68 ,4043086,$218.56 ,$219.20 ,$214.12 
12/28/2016,$219.74 ,3778544,$221.53 ,$223.80 ,$217.20 
12/27/2016,$219.53 ,5913335,$214.88 ,$222.25 ,$214.42 
12/23/2016,$213.34 ,4668263,$208 ,$213.45 ,$207.71 
12/22/2016,$208.45 ,3108427,$208.22 ,$209.99 ,$206.50 
12/21/2016,$207.70 ,5206143,$208.45 ,$212.23 ,$207.41 
12/20/2016,$208.79 ,4684269,$203.05 ,$209 ,$202.50 
12/19/2016,$202.73 ,3486937,$202.49 ,$204.45 ,$199.84 
12/16/2016,$202.49 ,3795444,$198.08 ,$202.59 ,$197.60 
12/15/2016,$197.58 ,3218653,$198.41 ,$200.74 ,$197.39 
12/14/2016,$198.69 ,4147314,$198.74 ,$203 ,$196.76 
12/13/2016,$198.15 ,6819322,$193.18 ,$201.28 ,$193 
12/12/2016,$192.43 ,2436428,$192.80 ,$194.42 ,$191.04 
12/9/2016,$192.18 ,2720937,$190.87 ,$193.84 ,$190.81 
12/8/2016,$192.29 ,3193684,$192.05 ,$192.50 ,$189.54 
12/7/2016,$193.15 ,5457071,$186.15 ,$193.40 ,$185 
12/6/2016,$185.85 ,3389365,$185.52 ,$186.58 ,$182.68 
12/5/2016,$186.80 ,4069480,$182.51 ,$188.89 ,$182.51 
12/2/2016,$181.47 ,4040201,$182.88 ,$184.88 ,$180 
12/1/2016,$181.88 ,5119105,$188.25 ,$188.53 ,$181 
11/30/2016,$189.40 ,3544891,$191 ,$191.89 ,$187.50 
11/29/2016,$189.57 ,4435312,$195.56 ,$196.73 ,$189.50 
11/28/2016,$196.12 ,4521082,$195.48 ,$199.35 ,$194.55 
11/25/2016,$196.65 ,2366098,$193.64 ,$197.24 ,$193.64 
11/23/2016,$193.14 ,4890285,$190.61 ,$195.64 ,$189 
11/22/2016,$191.17 ,5601238,$185.84 ,$191.47 ,$183.71 
11/21/2016,$184.52 ,4355872,$185.04 ,$188.89 ,$184.41 
11/18/2016,$185.02 ,5206473,$190.65 ,$193 ,$185 
11/17/2016,$188.66 ,4880969,$183.49 ,$189.49 ,$182.11 
11/16/2016,$183.93 ,3432668,$182.65 ,$184.73 ,$181.21 
11/15/2016,$183.77 ,3899743,$182.78 ,$186.43 ,$182.05 
11/14/2016,$181.45 ,6547913,$188 ,$188.25 ,$178.19 
11/11/2016,$188.56 ,3987091,$184.24 ,$188.88 ,$183 
11/10/2016,$185.35 ,6746290,$191.05 ,$191.61 ,$180.42 
11/9/2016,$190.06 ,8166447,$186.88 ,$192 ,$183.95 
11/8/2016,$194.94 ,3252927,$193.79 ,$197.49 ,$191.26 
11/7/2016,$193.21 ,3857682,$193.59 ,$194.29 ,$190.05 
11/4/2016,$190.56 ,5143915,$189 ,$193.46 ,$185.96 
11/3/2016,$187.42 ,2644550,$189 ,$191.47 ,$187.04 
11/2/2016,$188.02 ,4242250,$190.05 ,$192.70 ,$187.51 
11/1/2016,$190.79 ,7023674,$198.04 ,$198.50 ,$188.11 
10/31/2016,$197.73 ,4691320,$202.49 ,$202.49 ,$195.81 
10/28/2016,$199.97 ,4273456,$204 ,$205.32 ,$199.83 
10/27/2016,$204.01 ,13070990,$211.34 ,$213.70 ,$201.65 
10/26/2016,$202.24 ,5346893,$201 ,$203.19 ,$200.10 
10/25/2016,$202.34 ,2442118,$202.90 ,$204.69 ,$201.20 
10/24/2016,$202.76 ,2747344,$201 ,$203.95 ,$200.25 
10/21/2016,$200.09 ,2936908,$198.60 ,$201.57 ,$197.41 
10/20/2016,$199.10 ,5069410,$202.12 ,$203 ,$197.05 
10/19/2016,$203.56 ,6966185,$199.74 ,$206.66 ,$198.06 
10/18/2016,$199.10 ,5676046,$195.99 ,$199.47 ,$193.26 
10/17/2016,$193.96 ,4518331,$197.05 ,$198.39 ,$192 
10/14/2016,$196.51 ,4265471,$200.66 ,$201.43 ,$196.30 
10/13/2016,$200.24 ,2495140,$200.50 ,$200.90 ,$197.05 
10/12/2016,$201.51 ,1969099,$200.95 ,$203.88 ,$200.42 
10/11/2016,$200.10 ,2326754,$201.85 ,$202.20 ,$198.31 
10/10/2016,$200.95 ,3311340,$201.35 ,$204.14 ,$199.66 
10/7/2016,$196.61 ,3489480,$201 ,$201.32 ,$195.80 
10/6/2016,$201 ,4697937,$202.46 ,$204.21 ,$200.21 
10/5/2016,$208.46 ,1872456,$212.24 ,$213.15 ,$208.12 
10/4/2016,$211.41 ,3537953,$213.10 ,$213.32 ,$208.82 
10/3/2016,$213.70 ,5989342,$212.30 ,$215.67 ,$208.25 
9/30/2016,$204.03 ,2581730,$202.21 ,$204.98 ,$199.55 
9/29/2016,$200.70 ,2714040,$205.60 ,$207.33 ,$200.58 
9/28/2016,$206.27 ,2079324,$207.51 ,$208.25 ,$205.26 
9/27/2016,$205.81 ,3367907,$209.65 ,$209.98 ,$204.61 
9/26/2016,$208.99 ,2393373,$206.50 ,$211 ,$206.50 
9/23/2016,$207.45 ,2904125,$205.99 ,$210.18 ,$205.67 
9/22/2016,$206.43 ,2381600,$206.40 ,$207.28 ,$203 
9/21/2016,$205.22 ,2631285,$206.37 ,$207 ,$201.56 
9/20/2016,$204.64 ,2408556,$206.85 ,$207.75 ,$203.91 
9/19/2016,$206.34 ,2298318,$207 ,$209.43 ,$205 
9/16/2016,$205.40 ,3104266,$200.42 ,$205.70 ,$199 
9/15/2016,$200.42 ,3082942,$196.49 ,$202.52 ,$196.40 
9/14/2016,$196.41 ,2256143,$195.75 ,$197.92 ,$194.86 
9/13/2016,$196.05 ,3583140,$197.06 ,$198.49 ,$193.45 
9/12/2016,$198.30 ,3714049,$195 ,$201.37 ,$194.10 
9/9/2016,$194.47 ,3753734,$199.09 ,$199.92 ,$193.70 
9/8/2016,$197.36 ,3372293,$199.55 ,$199.89 ,$196.36 
9/7/2016,$201.71 ,3637918,$205.50 ,$206.50 ,$200.71 
9/6/2016,$202.83 ,4386193,$199.02 ,$203.25 ,$199 
9/2/2016,$197.78 ,5970154,$202.33 ,$203.20 ,$196.20 
9/1/2016,$200.77 ,7932444,$209.01 ,$211.10 ,$200.50 
8/31/2016,$212.01 ,3274854,$210.43 ,$212.60 ,$208.65 
8/30/2016,$211.34 ,3164222,$216.11 ,$216.11 ,$210.52 
8/29/2016,$215.20 ,3261381,$220.15 ,$220.40 ,$215 
8/26/2016,$219.99 ,2238087,$222.14 ,$222.86 ,$218.82 
8/25/2016,$220.96 ,1760212,$223.11 ,$223.80 ,$220.77 
8/24/2016,$222.62 ,2566947,$227.05 ,$227.15 ,$222.22 
8/23/2016,$224.84 ,4747745,$224.32 ,$228.49 ,$222.80 
8/22/2016,$222.93 ,2061692,$224.17 ,$225.11 ,$222.68 
8/19/2016,$225 ,1658616,$223.54 ,$225.17 ,$222.53 
8/18/2016,$223.51 ,1699300,$223.82 ,$225.66 ,$222.29 
8/17/2016,$223.24 ,1786408,$224.33 ,$224.83 ,$222.80 
8/16/2016,$223.61 ,2251115,$225.49 ,$227.19 ,$223.41 
8/15/2016,$225.59 ,2017964,$226.02 ,$229.50 ,$224.93 
8/12/2016,$225.61 ,1811850,$225.41 ,$226.65 ,$224.04 
8/11/2016,$224.91 ,1876959,$226.17 ,$227.57 ,$223.41 
8/10/2016,$225.65 ,2336496,$228.24 ,$229.87 ,$224.62 
8/9/2016,$229.08 ,2199766,$226.82 ,$231.54 ,$226.65 
8/8/2016,$226.16 ,2259465,$228 ,$229.60 ,$226.09 
8/5/2016,$230.03 ,3190342,$230 ,$232 ,$227.40 
8/4/2016,$230.61 ,4142155,$225.69 ,$230.86 ,$222.05 
8/3/2016,$225.79 ,3808747,$227.37 ,$229.70 ,$224.21 
8/2/2016,$227.20 ,3928706,$229.37 ,$229.87 ,$221.40 
8/1/2016,$230.01 ,4014048,$235.50 ,$236.63 ,$229.38 
7/29/2016,$234.79 ,3061574,$230.70 ,$235.28 ,$230.24 
7/28/2016,$230.61 ,2415462,$227.95 ,$230.76 ,$226.60 
7/27/2016,$228.49 ,2887028,$229.34 ,$233.36 ,$226.92 
7/26/2016,$229.51 ,3427251,$227.69 ,$230 ,$225.30 
7/25/2016,$230.01 ,4479483,$222.27 ,$231.39 ,$221.37 
7/22/2016,$222.27 ,2570462,$221.99 ,$224.50 ,$218.88 
7/21/2016,$220.50 ,4425756,$226 ,$227.85 ,$219.10 
7/20/2016,$228.36 ,2556119,$226.47 ,$229.80 ,$225 
7/19/2016,$225.26 ,3047535,$225 ,$229.10 ,$224.75 
7/18/2016,$226.25 ,3394588,$219.64 ,$227.09 ,$218.30 
7/15/2016,$220.40 ,2230821,$222.52 ,$222.75 ,$219.64 
7/14/2016,$221.53 ,2657899,$223.12 ,$224.94 ,$221.05 
7/13/2016,$222.53 ,3540699,$225.50 ,$225.59 ,$220.29 
7/12/2016,$224.65 ,4573875,$224.10 ,$227.50 ,$223.22 
7/11/2016,$224.78 ,5369066,$219.96 ,$226.78 ,$219.51 
7/8/2016,$216.78 ,4067131,$217.80 ,$219.81 ,$214.50 
7/7/2016,$215.94 ,3603385,$213.10 ,$218.12 ,$213.01 
7/6/2016,$214.44 ,4910285,$210 ,$215.23 ,$209 
7/5/2016,$213.98 ,5169832,$209.73 ,$214.54 ,$208 
7/1/2016,$216.50 ,5396030,$206.14 ,$218.24 ,$206 
6/30/2016,$212.28 ,4794440,$212.97 ,$213.50 ,$209.02 
6/29/2016,$210.19 ,5987120,$205.13 ,$211.78 ,$203 
6/28/2016,$201.79 ,6158996,$201.89 ,$204.05 ,$199.41 
6/27/2016,$198.55 ,7211823,$190.86 ,$198.81 ,$187.87 
6/24/2016,$193.15 ,6988949,$190.05 ,$195.12 ,$189.73 
6/23/2016,$196.40 ,10098190,$195.69 ,$197.55 ,$192.13 
6/22/2016,$196.66 ,23706100,$199.47 ,$205.95 ,$195.75 
6/21/2016,$219.61 ,2855619,$220.68 ,$222.57 ,$218.81 
6/20/2016,$219.70 ,3549768,$219.50 ,$223.75 ,$218.23 
6/17/2016,$215.47 ,3107734,$217.81 ,$219.99 ,$214.50 
6/16/2016,$217.93 ,2438692,$217.42 ,$218.04 ,$213.50 
6/15/2016,$217.70 ,2905002,$216.95 ,$221.90 ,$215.13 
6/14/2016,$214.96 ,3575822,$218.88 ,$222.20 ,$212.53 
6/13/2016,$217.87 ,4187833,$219.50 ,$225.77 ,$217.66 
6/10/2016,$218.79 ,5994548,$227.39 ,$227.97 ,$218.42 
6/9/2016,$229.36 ,4454222,$234.98 ,$235.33 ,$227.06 
6/8/2016,$235.52 ,5965110,$233.80 ,$240.85 ,$232.61 
6/7/2016,$232.34 ,6194154,$222.24 ,$234.44 ,$221.52 
6/6/2016,$220.68 ,2242634,$218 ,$220.90 ,$215.45 
6/3/2016,$218.99 ,2226110,$220 ,$221.94 ,$218.01 
6/2/2016,$218.96 ,2017279,$219.59 ,$219.91 ,$217.11 
6/1/2016,$219.56 ,2982270,$221.48 ,$222.40 ,$216.89 
5/31/2016,$223.23 ,2786682,$223.04 ,$224.75 ,$221.50 
5/27/2016,$223.04 ,3645792,$224.99 ,$225.93 ,$220.75 
5/26/2016,$225.12 ,4066512,$220.50 ,$225.26 ,$219.05 
5/25/2016,$219.58 ,3131279,$217.91 ,$221.36 ,$216.51 
5/24/2016,$217.91 ,3009327,$216.60 ,$218.74 ,$215.18 
5/23/2016,$216.22 ,5096751,$219.87 ,$222.60 ,$215.86 
5/20/2016,$220.28 ,8996546,$216.99 ,$220.55 ,$216.35 
5/19/2016,$215.21 ,6817922,$213.62 ,$216.79 ,$207.30 
5/18/2016,$211.17 ,5552692,$209.15 ,$215.31 ,$207.75 
5/17/2016,$204.66 ,2842028,$209.05 ,$209.82 ,$204.02 
5/16/2016,$208.29 ,2945754,$208.15 ,$213.15 ,$207.92 
5/13/2016,$207.61 ,2820616,$207.78 ,$211.20 ,$206.70 
5/12/2016,$207.28 ,3650075,$211.44 ,$211.67 ,$203.66 
5/11/2016,$208.96 ,5159640,$207.59 ,$215.48 ,$206.05 
5/10/2016,$208.69 ,4068053,$207.55 ,$209.47 ,$205 
5/9/2016,$208.92 ,4772992,$215.72 ,$216.15 ,$206.80 
5/6/2016,$214.93 ,5683675,$210.87 ,$216.37 ,$208.11 
5/5/2016,$211.53 ,11248340,$228.46 ,$228.64 ,$209.79 
5/4/2016,$222.56 ,8550004,$230.29 ,$234.46 ,$220.40 
5/3/2016,$232.32 ,4296325,$237.36 ,$238.91 ,$231.62 
5/2/2016,$241.80 ,3838958,$241.50 ,$243.19 ,$234.82 
4/29/2016,$240.76 ,5405164,$248.14 ,$248.43 ,$237.81 
4/28/2016,$247.71 ,2515595,$249.85 ,$253.43 ,$247.44 
4/27/2016,$251.47 ,3198105,$252.75 ,$255 ,$249.40 
4/26/2016,$253.74 ,3217779,$252.05 ,$255.73 ,$249.39 
4/25/2016,$251.82 ,3665088,$253.01 ,$257.38 ,$250.76 
4/22/2016,$253.75 ,3783126,$248.89 ,$254 ,$245.71 
4/21/2016,$248.29 ,2777079,$248.99 ,$250.90 ,$246.91 
4/20/2016,$249.97 ,5192343,$246.26 ,$253.66 ,$241.50 
4/19/2016,$247.37 ,6351360,$253.12 ,$254.37 ,$241.25 
4/18/2016,$253.88 ,4263246,$252.23 ,$258.31 ,$251.66 
4/15/2016,$254.51 ,3748593,$251.31 ,$254.60 ,$249.12 
4/14/2016,$251.86 ,4129258,$253 ,$256.84 ,$251.05 
4/13/2016,$254.53 ,4921554,$248.51 ,$255.50 ,$247.33 
4/12/2016,$247.82 ,5755351,$249.50 ,$251.80 ,$243.63 
4/11/2016,$249.92 ,9156404,$251 ,$258.99 ,$245.30 
4/8/2016,$250.07 ,7352707,$260.50 ,$260.82 ,$248.02 
4/7/2016,$257.20 ,8845567,$266.45 ,$269.34 ,$254.51 
4/6/2016,$265.42 ,11695760,$253.97 ,$267.74 ,$253.45 
4/5/2016,$255.47 ,9931470,$240.50 ,$256.56 ,$240 
4/4/2016,$246.99 ,13381160,$249.12 ,$252.12 ,$243.64 
4/1/2016,$237.59 ,15979910,$244.83 ,$247.90 ,$233.25 
3/31/2016,$229.77 ,7975638,$229.34 ,$237.42 ,$225.01 
3/30/2016,$226.89 ,4025670,$235.09 ,$235.50 ,$226.50 
3/29/2016,$230.13 ,4006037,$229.89 ,$232.38 ,$225.33 
3/28/2016,$230.26 ,3878599,$231.61 ,$234.81 ,$225 
3/24/2016,$227.75 ,4956604,$215.78 ,$228.89 ,$215 
3/23/2016,$222.58 ,4936203,$232.37 ,$234.73 ,$222.03 
3/22/2016,$234.24 ,4303052,$237.21 ,$238.99 ,$232.56 
3/21/2016,$238.32 ,5289014,$235.34 ,$239.88 ,$235 
3/18/2016,$232.74 ,4704761,$229.10 ,$234.48 ,$228.06 
3/17/2016,$226.38 ,3769083,$221.47 ,$228.50 ,$220 
3/16/2016,$221.93 ,3511873,$218 ,$222.58 ,$217.02 
3/15/2016,$218.34 ,3133230,$214.27 ,$218.97 ,$211.50 
3/14/2016,$215.15 ,4062304,$212.65 ,$216.72 ,$210.64 
3/11/2016,$207.50 ,3339148,$207.93 ,$209.42 ,$205.33 
3/10/2016,$205.18 ,5191602,$210 ,$213.29 ,$200.67 
3/9/2016,$208.72 ,3207597,$204.52 ,$209.37 ,$202.79 
3/8/2016,$202.60 ,4175498,$203.50 ,$207.50 ,$202.20 
3/7/2016,$205.29 ,5331097,$197.68 ,$209.70 ,$197.40 
3/4/2016,$201.04 ,6479858,$198 ,$204.03 ,$197.50 
3/3/2016,$195.74 ,4822993,$188.28 ,$197.42 ,$184.22 
3/2/2016,$188.34 ,4858631,$183.73 ,$188.52 ,$181.50 
3/1/2016,$186.35 ,6695704,$194.25 ,$195.95 ,$182.70 
2/29/2016,$191.93 ,4495402,$192.40 ,$196.35 ,$189.22 
2/26/2016,$190.34 ,6054061,$188.70 ,$192 ,$185 
2/25/2016,$187.43 ,5727008,$178.65 ,$188.52 ,$175.20 
2/24/2016,$179 ,5385369,$172.75 ,$179.50 ,$167.84 
2/23/2016,$177.21 ,5982993,$176.16 ,$181.73 ,$173.68 
2/22/2016,$177.74 ,5055340,$170.12 ,$178.91 ,$169.85 
2/19/2016,$166.58 ,2955832,$163.66 ,$167.49 ,$162.50 
2/18/2016,$166.77 ,3883107,$172.42 ,$172.95 ,$164.77 
2/17/2016,$168.68 ,5820264,$159 ,$169.34 ,$156.68 
2/16/2016,$155.17 ,5561638,$158.70 ,$162.95 ,$154.11 
2/12/2016,$151.04 ,7233264,$155 ,$157.01 ,$143.70 
2/11/2016,$150.47 ,14236900,$152 ,$163.26 ,$147 
2/10/2016,$143.67 ,10104690,$150.50 ,$154.97 ,$141.74 
2/9/2016,$148.25 ,8639661,$142.32 ,$159.79 ,$141.05 
2/8/2016,$147.99 ,9306754,$157.11 ,$157.15 ,$146 
2/5/2016,$162.60 ,9434495,$171.30 ,$173 ,$157.74 
2/4/2016,$175.33 ,4379442,$170.70 ,$175.98 ,$166.99 
2/3/2016,$173.48 ,7927640,$183.59 ,$183.94 ,$170.18 
2/2/2016,$182.78 ,5764817,$192.42 ,$193.12 ,$180.23 
2/1/2016,$196.94 ,5295685,$188.76 ,$199.52 ,$182.75 
1/29/2016,$191.20 ,2848929,$189.95 ,$193.74 ,$188.08 
1/28/2016,$189.70 ,4586328,$190.79 ,$191.28 ,$182.41 
1/27/2016,$188.07 ,3577353,$192.38 ,$193.26 ,$185.77 
1/26/2016,$193.56 ,4956918,$196.70 ,$197.82 ,$188.88 
1/25/2016,$196.38 ,2695408,$200.06 ,$203.57 ,$195.88 
1/22/2016,$202.55 ,3122066,$204.80 ,$205.50 ,$199.03 
1/21/2016,$199.97 ,3164424,$201.55 ,$203.23 ,$195.02 
1/20/2016,$198.70 ,5826110,$199.40 ,$201.28 ,$191.25 
1/19/2016,$204.72 ,4031271,$208.71 ,$210.47 ,$200.78 
1/15/2016,$204.99 ,5325773,$198.97 ,$205.07 ,$197.25 
1/14/2016,$206.18 ,6490579,$202.21 ,$210 ,$193.38 
1/13/2016,$200.31 ,4120993,$212.01 ,$212.65 ,$200 
1/12/2016,$209.97 ,3079051,$211.60 ,$213.74 ,$205.31 
1/11/2016,$207.85 ,4090843,$214.01 ,$214.45 ,$203 
1/8/2016,$211 ,3572360,$217.86 ,$220.44 ,$210.77 
1/7/2016,$215.65 ,3550704,$214.19 ,$218.44 ,$213.67 
1/6/2016,$219.04 ,3774353,$220 ,$220.05 ,$215.98 
1/5/2016,$223.43 ,3185525,$226.36 ,$226.89 ,$220 
1/4/2016,$223.41 ,6823510,$230.72 ,$231.38 ,$219 
12/31/2015,$240.01 ,2713817,$238.51 ,$243.45 ,$238.37 
12/30/2015,$238.09 ,3694448,$236.60 ,$243.63 ,$235.67 
12/29/2015,$237.19 ,2402438,$230.06 ,$237.72 ,$229.55 
12/28/2015,$228.95 ,1900171,$231.49 ,$231.98 ,$225.54 
12/24/2015,$230.57 ,710277,$230.56 ,$231.88 ,$228.28 
12/23/2015,$229.70 ,1551031,$232.18 ,$233.45 ,$228.13 
12/22/2015,$229.95 ,1958836,$234.99 ,$236.55 ,$229.63 
12/21/2015,$232.56 ,1951581,$231.69 ,$235.83 ,$231.08 
12/18/2015,$230.46 ,3008057,$232.89 ,$235.90 ,$229.29 
12/17/2015,$233.39 ,3294460,$233.94 ,$237.76 ,$229.81 
12/16/2015,$234.51 ,5100443,$222.10 ,$234.88 ,$220.73 
12/15/2015,$221.09 ,2241686,$221.82 ,$222.22 ,$218 
12/14/2015,$218.58 ,2827797,$217.51 ,$220.92 ,$214.87 
12/11/2015,$217.02 ,3259114,$225.24 ,$225.75 ,$216.64 
12/10/2015,$227.07 ,2070088,$224.71 ,$228.49 ,$223.64 
12/9/2015,$224.52 ,3057036,$226.70 ,$227.50 ,$220.72 
12/8/2015,$226.72 ,2682259,$227.52 ,$228.80 ,$224.20 
12/7/2015,$231.13 ,3140864,$227.70 ,$235.63 ,$226.15 
12/4/2015,$230.38 ,2572014,$232.46 ,$233.27 ,$227.66 
12/3/2015,$232.71 ,2937233,$235.48 ,$237.45 ,$230 
12/2/2015,$231.99 ,2980644,$237 ,$238.60 ,$231.23 
12/1/2015,$237.19 ,3728562,$231.06 ,$238 ,$231.05 
11/30/2015,$230.26 ,2591205,$231.79 ,$234.28 ,$229.08 
11/27/2015,$231.61 ,1949353,$231.06 ,$232.25 ,$227.01 
11/25/2015,$229.64 ,3986945,$221.34 ,$230.83 ,$220.38 
11/24/2015,$218.25 ,2478389,$215.37 ,$221 ,$215 
11/23/2015,$217.75 ,2525196,$217.35 ,$219.18 ,$214.68 
11/20/2015,$220.01 ,4394199,$223.49 ,$225 ,$213.58 
11/19/2015,$221.80 ,2499593,$220.54 ,$226.19 ,$220.30 
11/18/2015,$221.07 ,2810200,$214.50 ,$221.38 ,$212.52 
11/17/2015,$214 ,2148326,$215.20 ,$216 ,$211.40 
11/16/2015,$214.31 ,2920362,$206.09 ,$214.98 ,$205.80 
11/13/2015,$207.19 ,3423139,$212.95 ,$212.99 ,$206.52 
11/12/2015,$212.94 ,2913511,$217.85 ,$219 ,$212.66 
11/11/2015,$219.08 ,3337501,$217.77 ,$219.48 ,$213.63 
11/10/2015,$216.50 ,4612408,$223.48 ,$223.70 ,$216.08 
11/9/2015,$225.33 ,3846179,$232.99 ,$232.99 ,$224.31 
11/6/2015,$232.36 ,2444264,$230.70 ,$233.36 ,$229.50 
11/5/2015,$231.77 ,4494944,$230.58 ,$234.58 ,$229.19 
11/4/2015,$231.63 ,12713530,$227 ,$232.74 ,$225.20 
11/3/2015,$208.35 ,8065091,$213.85 ,$214.44 ,$207.75 
11/2/2015,$213.79 ,3924514,$208.92 ,$215.80 ,$207.22 
10/30/2015,$206.93 ,4432433,$210.40 ,$211.63 ,$203.89 
10/29/2015,$211.63 ,1794743,$211.75 ,$213.75 ,$210.64 
10/28/2015,$212.96 ,2726880,$211.31 ,$213.45 ,$208.30 
10/27/2015,$210.35 ,3512832,$214.84 ,$217.10 ,$207.51 
10/26/2015,$215.26 ,3388227,$211.38 ,$215.88 ,$210 
10/23/2015,$209.09 ,4226411,$215 ,$215.35 ,$207.69 
10/22/2015,$211.72 ,2818801,$211.56 ,$215.75 ,$209.40 
10/21/2015,$210.09 ,4177956,$211.99 ,$214.81 ,$208.80 
10/20/2015,$213.03 ,14877020,$227.72 ,$228.60 ,$202 
10/19/2015,$228.10 ,2506836,$226.50 ,$231.15 ,$224.94 
10/16/2015,$227.01 ,4327574,$223.04 ,$230.48 ,$222.87 
10/15/2015,$221.31 ,2835920,$216.43 ,$221.73 ,$213.70 
10/14/2015,$216.88 ,3094436,$220.67 ,$220.95 ,$215.43 
10/13/2015,$219.25 ,5168162,$213.28 ,$222.52 ,$211.13 
10/12/2015,$215.58 ,3816171,$222.99 ,$223 ,$215.27 
10/9/2015,$220.69 ,6153754,$220.93 ,$224.37 ,$218.36 
10/8/2015,$226.72 ,6125994,$230.08 ,$230.72 ,$221.31 
10/7/2015,$231.96 ,6804433,$236.63 ,$237.70 ,$229.12 
10/6/2015,$241.46 ,5234679,$240 ,$243.03 ,$235.58 
10/5/2015,$246.15 ,3684490,$248.84 ,$249.84 ,$244.13 
10/2/2015,$247.57 ,4407615,$235.60 ,$247.70 ,$234.93 
10/1/2015,$239.88 ,4568261,$247.51 ,$248.50 ,$237.13 
9/30/2015,$248.40 ,4925751,$252 ,$252.40 ,$242.34 
9/29/2015,$246.65 ,3695972,$250.46 ,$254.73 ,$245.46 
9/28/2015,$248.43 ,4893113,$257.35 ,$259.79 ,$246.61 
9/25/2015,$256.91 ,3771395,$266.61 ,$266.91 ,$256.15 
9/24/2015,$263.12 ,3442668,$259.53 ,$263.45 ,$256.21 
9/23/2015,$261.06 ,2597170,$261.95 ,$262.08 ,$257.58 
9/22/2015,$260.94 ,3660643,$259.03 ,$262.65 ,$255.87 
9/21/2015,$264.20 ,6114615,$263.98 ,$271.57 ,$255.80 
9/18/2015,$260.62 ,3760644,$257.96 ,$263.82 ,$257.50 
9/17/2015,$262.07 ,3575221,$263.96 ,$265.50 ,$260.69 
9/16/2015,$262.25 ,4405706,$253.04 ,$262.88 ,$252.88 
9/15/2015,$253.57 ,2931607,$252.75 ,$254.60 ,$249.50 
9/14/2015,$253.19 ,2885610,$251.10 ,$254.25 ,$249.67 
9/11/2015,$250.24 ,2346802,$247.64 ,$250.24 ,$244.73 
9/10/2015,$248.48 ,2706874,$247.23 ,$250.72 ,$245.33 
9/9/2015,$248.91 ,3384981,$252.05 ,$254.25 ,$248.30 
9/8/2015,$248.17 ,3129871,$245.05 ,$249.16 ,$244.05 
9/4/2015,$241.93 ,3687456,$240.89 ,$244.09 ,$238.20 
9/3/2015,$245.57 ,4184808,$252.06 ,$252.08 ,$245 
9/2/2015,$247.69 ,4590857,$245.30 ,$247.88 ,$239.78 
9/1/2015,$238.63 ,5443901,$240.34 ,$246 ,$236.97 
